CrashId,VehicleId,PersonId,Age,Gender,Gender Text Format,State,Postal Code,Person Type,Person Type Text Format,Injury Status,Injury Status Text Format,Condition at Time of Crash,Condition at Time of Crash Text Format,Condition at Time of Crash2,Condition at Time of Crash2 Text Format,Action Taken by Officer,Action Taken by Officer Text Format,Alcohol Test Status,Alcohol Test Status Text Format,Type Of Alcohol Test,Type Of Alcohol Test Text Format,Drug Test Status,Drug Test Status Text Format,Type Of Drig Test,Type Of Drig Test Text Format,Ejection Status,Ejection Status Text Format,Restraint System,Restraint System Text Format,Helmet Use,Helmet Use Text Format,Air Bag Status,Air Bag Status Text Format,Speeding Related,Speeding Related Text Format,Driver Actions 1,Driver Actions 1 Text Format,Driver Actions 2,Driver Actions 2 Text Format,Driver Actions 3,Driver Actions 3 Text Format,Driver Actions 4,Driver Actions 4 Text Format,Driver Distracted By,Driver Distracted By Text Format,Roadway On Which Nonmotorist Was Traveling/Located,Direction nonmotorist was traveling,Direction Unknown,Striking Motor Vehicle ID,Bicycle ID,Non-Motorist Not In Roadway,Actions or Circumstances Prior to Crash,Actions or Circumstances Prior to Crash Text Format,To or From School,To or From School Text Format,Actions or Circumstances At Time Of Crash,Actions or Circumstances At Time Of Crash Text Format,Actions or Circumstances At Time Of Crash2,Actions or Circumstances At Time Of Crash2 Text Format,Location At Time Of Crash,Location At Time Of Crash Text Format,Safety Equipment,Safety Equipment Text Format,Safety Equipment2,Safety Equipment2 Text Format,Non-motorist Distracted By,Non-motorist Distracted By Text Format,Seating Position,Seating Position Text Format,Seating Position for Bus,City,Country,Driver License Jurisdiction,Driver License Jurisdiction Text Format,Drivers License Issued By,Drivers License Class,Commercial License Class,Commercial License Class Text Format,Transported to First Medical Facility By,Transported to First Medical Facility By Text Format,Name of the EMS agency,Name of the Intended Receiving Facility
1132219,1.0,2,1.0,1,Male,,,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1.0,Not Ejected,5.0,"Child Restraint System, Forward Facing",88.0,Not Applicable,6.0,Deployed-Combination,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,23.0,"Second Row, Right Seat",,,,,,CT,,,,3.0,EMS Ground,AMR,Bridgeport Hospital
1132260,1.0,4,14.0,1,Male,CT,06120,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1.0,Not Ejected,0.0,None Used-Motor Vehicle Occupant,88.0,Not Applicable,6.0,Deployed-Combination,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,23.0,"Second Row, Right Seat",,Hartford,UnitedStates,,,CT,,,,3.0,EMS Ground,Aetna,CCMC
1133272,,3,29.0,1,Male,CT,06704,3,Pedestrian,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,Leavenworth Rd,W,False,1.0,,False,7.0,"Adjacent to Roadway (e.g., Shoulder, Median)",1.0,No,99.0,Unknown,88.0,Not Applicable,7.0,Shoulder/Roadside,3.0,Reflective Clothing,88.0,Not Applicable,99.0,Unknown if Distracted,,,,Waterbury,,2.0,State,CT,,,,97.0,Other,,
1133914,3.0,3,44.0,2,Female,CT,06106,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,11.0,Wrong Side or Wrong Way,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Hartford,,2.0,State,CT,0.0,1.0,No,1.0,Not Transported,,
1133914,3.0,4,44.0,2,Female,CT,06106,2,Passenger,K,Fatal Injury (K),,,,,,,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13.0,"First Row, Right Seat",,Hartford,,2.0,State,CT,,,,1.0,Not Transported,,
1134215,2.0,2,75.0,1,Male,CT,06606,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,99.0,Unknown if Tested,88.0,Not Applicable,99.0,Unknown if Tested,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Bridgeport,UnitedStates,2.0,State,CT,4.0,1.0,No,97.0,Other,O.C.M.E.,O.C.M.E. 
1134215,1.0,1,70.0,1,Male,PA,17304,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,99.0,Unknown if Tested,88.0,Not Applicable,99.0,Unknown if Tested,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,ASPERS,,2.0,State,PA,1.0,2.0,Yes,97.0,Other,O.C.M.E.,O.C.M.E. 
1134709,2.0,2,48.0,2,Female,CT,06063,1,Driver,K,Fatal Injury (K),97.0,Other,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,1.0,Shoulder and Lap Belt Used,88.0,Not Applicable,6.0,Deployed-Combination,1.0,No,1.0,No Contributing Action,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,1.0,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Barkhamsted,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,,
1135638,2.0,2,60.0,1,Male,CT,06518,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,99.0,Unknown if Tested,88.0,Not Applicable,99.0,Unknown if Tested,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,99.0,Unknown,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Hamden,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,A.M.R.,O.C.M.E.
1136502,1.0,1,40.0,1,Male,CT,06614,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,4.0,"Helmet, Unknown If DOT-Compliant",88.0,Not applicable,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,STRATFORD,,2.0,State,,0.0,1.0,No,3.0,EMS Ground,AMR,Bridgeport Hospital
1136503,,2,36.0,2,Female,CT,06010,3,Pedestrian,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,Middle Street,W,False,1.0,,False,1.0,Crossing Roadway,1.0,No,99.0,Unknown,99.0,Unknown,5.0,Travel Lane-Other Location,97.0,Other,99.0,Unknown,99.0,Unknown if Distracted,,,,Bristol,UnitedStates,2.0,State,CT,,,,3.0,EMS Ground,Bristol EMS,Bristol Hospital
1137902,,2,27.0,2,Female,CT,06109,3,Pedestrian,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,Berlin Turnpike,S,False,1.0,,False,1.0,Crossing Roadway,1.0,No,2.0,Dart/Dash,88.0,Not Applicable,5.0,Travel Lane-Other Location,0.0,None,88.0,Not Applicable,99.0,Unknown if Distracted,,,,Wethersfield,,2.0,State,CT,,,,3.0,EMS Ground,Newington EMS,Hartford Hospital 
1138036,1.0,3,,1,Male,,,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,99.0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,"Second Row, Right Seat",,,,,,,,,,3.0,EMS Ground,Wolcott Amulance,St Mary's Hospital
1138743,1.0,1,49.0,1,Male,CT,06112,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,99.0,Unknown,99.0,Unknown,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Hartford,,2.0,State,CT,1.0,2.0,Yes,1.0,Not Transported,,Chief Medical Examiner
1139520,1.0,1,57.0,1,Male,CT,06770,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,1.0,No,13.0,Failed to Keep in Proper Lane,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Naugatuck,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,,
1139981,1.0,1,33.0,1,Male,CT,06066,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,2.0,DOT-Compliant Motorcycle Helmet,88.0,Not applicable,99.0,Unknown,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Vernon,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,,
1140060,2.0,2,48.0,2,Female,AZ,85705,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,99.0,Unknown if Tested,88.0,Not Applicable,99.0,Unknown if Tested,88.0,Not Applicable,3.0,"Ejected, Totally",0.0,None Used-Motor Vehicle Occupant,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,11.0,Wrong Side or Wrong Way,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,TUCSON,,2.0,State,AZ,4.0,1.0,No,1.0,Not Transported,A.M.R.,O.C.M.E
1141339,,2,31.0,1,Male,CT,06053,3,Pedestrian,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,Berlin Rd,W,False,1.0,,False,1.0,Crossing Roadway,1.0,No,99.0,Unknown,88.0,Not Applicable,5.0,Travel Lane-Other Location,0.0,None,88.0,Not Applicable,99.0,Unknown if Distracted,,,,New Britain    ,,2.0,State,CT,,,,1.0,Not Transported,,
1141755,,2,79.0,2,Female,CT,06902-,3,Pedestrian,K,Fatal Injury (K),97.0,Other,,,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,Forest Street,N,False,1.0,,False,1.0,Crossing Roadway,1.0,No,1.0,No Improper Action,88.0,Not Applicable,1.0,Intersection-Marked Crosswalk,0.0,None,88.0,Not Applicable,1.0,Not Distracted,,,,Stamford,UnitedStates,88.0,Not applicable,,,,,3.0,EMS Ground,Stamford EMS,Stamford Medical
1142042,1.0,1,27.0,1,Male,CT,06385,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,3.0,Test Given,1.0,Blood,3.0,Test Given,1.0,Blood,1.0,Not Ejected,1.0,Shoulder and Lap Belt Used,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Waterford,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,CT OCME,FARMINGTON OCME
1144826,2.0,2,25.0,1,Male,CT,06492,1,Driver,K,Fatal Injury (K),1.0,Apparently Normal,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,88.0,Not Applicable,2.0,DOT-Compliant Motorcycle Helmet,88.0,Not applicable,99.0,Unknown,1.0,No Contributing Action,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,1.0,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Wallingford,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,Wallingford Fire Depart.,Yale New Haven Hospital
1145115,1.0,1,39.0,2,Female,CT,06483,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,1.0,Not Deployed,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Seymour,,2.0,State,NY,4.0,1.0,No,3.0,EMS Ground,Echo Hose EMS,BRIDGEPORT
1146362,2.0,2,25.0,1,Male,CT,06066,1,Driver,K,Fatal Injury (K),3.0,"Emotional (depressed, angry, disturbed, etc.)",88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,88.0,Not Applicable,4.0,"Helmet, Unknown If DOT-Compliant",88.0,Not applicable,1.0,No,14.0,Operated Motor Vehicle in Reckless or Aggressive Manner,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,1.0,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Vernon,UnitedStates,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,ASM Medic/Tolland EMS,RGH
1146756,2.0,2,45.0,1,Male,CT,06082,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,3.0,Test Given,1.0,Blood,3.0,Test Given,1.0,Blood,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,99.0,Unknown,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Enfield,,2.0,State,CT,1.0,2.0,Yes,1.0,Not Transported,OCME,OCME
1146914,2.0,3,53.0,2,Female,MA,01027,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,23.0,"Second Row, Right Seat",,Easthampton,,,,MA,,,,1.0,Not Transported,,
1146931,2.0,3,25.0,2,Female,CT,06118,2,Passenger,K,Fatal Injury (K),,,,,,,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13.0,"First Row, Right Seat",,East Hartford,,2.0,State,CT,,,,3.0,EMS Ground,ASM,HARTFORD
1146932,1.0,1,58.0,2,Female,CT,06708,1,Driver,K,Fatal Injury (K),1.0,Apparently Normal,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,1.0,Shoulder and Lap Belt Used,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,1.0,No Contributing Action,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Waterbury,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,AMR,SAINT MARY'S
1146933,1.0,1,52.0,2,Female,CT,06335,1,Driver,K,Fatal Injury (K),1.0,Apparently Normal,88.0,Not Applicable,3.0,Infraction,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,1.0,Shoulder and Lap Belt Used,88.0,Not Applicable,6.0,Deployed-Combination,1.0,No,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,1.0,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Gales Ferry,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,Glastonburry FD,HARTFORD HOSPITAL
1146934,1.0,1,31.0,1,Male,CT,06511,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,1.0,Shoulder and Lap Belt Used,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,New Haven,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,,
1146935,1.0,1,21.0,1,Male,CT,06511,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,New Haven,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,,
